policy_coverage_id,policy_id,coverage_code,coverage_name,coverage_status,limit_amount,deductible_amount,effective_date,expiration_date
COV002340,POL002440,BI,Bodily Injury,active,273552.51,4345.33,2024-03-21,2025-03-21
COV002341,POL002441,COLL,Collision,active,245694.78,951.38,2024-08-21,2025-08-21
COV002342,POL002442,MED,Medical Payments,active,470892.88,982.04,2025-03-16,2026-03-16
COV002343,POL002443,BI,Bodily Injury,active,319918.57,909.57,2024-08-25,2025-08-25
COV002344,POL002444,COLL,Collision,active,378924.93,599.37,2025-10-12,2026-10-12
COV002345,POL002445,BI,Bodily Injury,active,495728.42,4754.48,2023-06-27,2024-06-26
COV002346,POL002446,COMP,Comprehensive,active,402138.13,4634.34,2025-05-13,2026-05-13
COV002347,POL002447,BI,Bodily Injury,active,275667.97,3107.21,2024-07-16,2025-07-16
COV002348,POL002448,BI,Bodily Injury,active,478395.83,1370.73,2026-07-20,2027-07-20
COV002349,POL002449,BI,Bodily Injury,active,266752.94,4878.9,2024-12-19,2025-12-19
COV002350,POL002450,COMP,Comprehensive,active,238759.57,1881.91,2025-06-06,2026-06-06
COV002351,POL002451,COMP,Comprehensive,active,445827.21,1016.29,2025-01-31,2026-01-31
COV002352,POL002452,BI,Bodily Injury,active,210505.12,4521.44,2023-05-15,2024-05-14
COV002353,POL002453,BI,Bodily Injury,active,354022.79,4847.13,2025-10-05,2026-10-05
COV002354,POL002454,BI,Bodily Injury,active,374193.85,489.35,2023-01-03,2024-01-03
COV002355,POL002455,PD,Property Damage,active,392448.89,4200.7,2024-07-20,2025-07-20
COV002356,POL002456,MED,Medical Payments,active,179850.08,3244.46,2023-01-01,2024-01-01
COV002357,POL002457,COMP,Comprehensive,active,88465.47,3726.58,2026-07-28,2027-07-28
COV002358,POL002458,BI,Bodily Injury,active,334039.51,784.38,2026-03-01,2027-03-01
COV002359,POL002459,COMP,Comprehensive,active,298858.08,1728.03,2026-08-15,2027-08-15
COV002360,POL002460,COLL,Collision,active,141890.28,1424.56,2024-07-10,2025-07-10
COV002361,POL002461,BI,Bodily Injury,active,381525.0,3788.0,2026-04-05,2027-04-05
COV002362,POL002462,MED,Medical Payments,active,343384.73,1448.82,2023-02-22,2024-02-22
COV002363,POL002463,COLL,Collision,active,488881.71,4561.75,2025-10-02,2026-10-02
COV002364,POL002464,BI,Bodily Injury,active,73100.6,2469.11,2024-03-15,2025-03-15
COV002365,POL002465,COLL,Collision,active,320286.31,496.25,2023-02-06,2024-02-06
COV002366,POL002466,COMP,Comprehensive,active,470169.74,4562.43,2025-08-01,2026-08-01
COV002367,POL002467,COLL,Collision,active,54192.66,836.79,2024-09-18,2025-09-18
COV002368,POL002468,PD,Property Damage,active,205101.66,3115.35,2024-10-07,2025-10-07
COV002369,POL002469,MED,Medical Payments,active,273339.31,3995.21,2023-11-05,2024-11-04
COV002370,POL002470,COLL,Collision,active,373934.96,4616.55,2024-06-02,2025-06-02
COV002371,POL002471,COMP,Comprehensive,active,329215.18,4536.57,2025-10-25,2026-10-25
COV002372,POL002472,PD,Property Damage,active,218789.29,2291.28,2025-12-12,2026-12-12
COV002373,POL002473,MED,Medical Payments,active,205990.35,3570.67,2026-07-12,2027-07-12
COV002374,POL002474,BI,Bodily Injury,active,188797.39,3660.82,2026-05-20,2027-05-20
COV002375,POL002475,PD,Property Damage,active,60452.49,441.31,2024-02-05,2025-02-04
COV002376,POL002476,MED,Medical Payments,active,104015.39,2502.45,2024-03-06,2025-03-06
COV002377,POL002477,PD,Property Damage,active,483003.43,2801.0,2025-11-16,2026-11-16
COV002378,POL002478,COMP,Comprehensive,active,30362.08,4048.24,2023-07-29,2024-07-28
COV002379,POL002479,COLL,Collision,active,409923.75,2659.77,2023-03-18,2024-03-17
COV002380,POL002480,PD,Property Damage,active,410104.1,378.38,2026-07-17,2027-07-17
COV002381,POL002481,PD,Property Damage,active,181663.87,1575.9,2025-11-23,2026-11-23
COV002382,POL002482,BI,Bodily Injury,active,32309.04,2567.09,2024-08-15,2025-08-15
COV002383,POL002483,COLL,Collision,active,359943.51,532.15,2023-11-12,2024-11-11
COV002384,POL002484,COLL,Collision,active,399705.73,2326.01,2025-07-09,2026-07-09
COV002385,POL002485,COMP,Comprehensive,active,385210.3,1531.43,2026-01-07,2027-01-07
COV002386,POL002486,MED,Medical Payments,active,353166.52,1737.11,2025-09-14,2026-09-14
COV002387,POL002487,COMP,Comprehensive,active,484792.67,1346.43,2026-03-26,2027-03-26
COV002388,POL002488,COMP,Comprehensive,active,277897.28,2643.28,2024-04-11,2025-04-11
COV002389,POL002489,MED,Medical Payments,active,176615.48,2181.06,2025-05-19,2026-05-19
COV002390,POL002490,BI,Bodily Injury,active,27381.05,1091.27,2024-04-27,2025-04-27
COV002391,POL002491,BI,Bodily Injury,active,341037.03,2355.5,2025-03-08,2026-03-08
COV002392,POL002492,COMP,Comprehensive,active,210313.17,1206.46,2026-01-03,2027-01-03
COV002393,POL002493,COLL,Collision,active,451910.44,2025.64,2023-02-13,2024-02-13
COV002394,POL002494,MED,Medical Payments,active,185566.13,2239.87,2025-04-05,2026-04-05
COV002395,POL002495,COLL,Collision,active,150482.38,4166.35,2026-09-14,2027-09-14
COV002396,POL002496,PD,Property Damage,active,167754.83,3380.37,2024-09-04,2025-09-04
COV002397,POL002497,PD,Property Damage,active,284220.38,1392.6,2023-01-17,2024-01-17
COV002398,POL002498,PD,Property Damage,active,327478.33,2485.45,2024-07-02,2025-07-02
COV002399,POL002499,PD,Property Damage,active,244105.03,1137.96,2026-06-16,2027-06-16
COV002400,POL002500,MED,Medical Payments,active,409509.99,2685.15,2026-05-28,2027-05-28
COV002401,POL002501,COLL,Collision,active,194241.47,4713.64,2024-04-25,2025-04-25
COV002402,POL002502,BI,Bodily Injury,active,206814.39,3141.81,2023-05-06,2024-05-05
COV002403,POL002503,PD,Property Damage,active,320257.03,2054.02,2025-05-29,2026-05-29
COV002404,POL002504,MED,Medical Payments,active,134563.79,855.85,2024-05-10,2025-05-10
COV002405,POL002505,COLL,Collision,active,213451.4,4128.68,2025-07-31,2026-07-31
COV002406,POL002506,COLL,Collision,active,480645.37,3207.28,2026-06-06,2027-06-06
COV002407,POL002507,COMP,Comprehensive,active,273656.92,3987.84,2023-03-21,2024-03-20
COV002408,POL002508,COLL,Collision,active,97035.23,3953.44,2025-02-11,2026-02-11
COV002409,POL002509,COMP,Comprehensive,active,80783.62,4051.55,2023-11-14,2024-11-13
COV002410,POL002510,COLL,Collision,active,169833.5,811.68,2025-04-04,2026-04-04
COV002411,POL002511,COMP,Comprehensive,active,397161.0,1103.06,2026-03-10,2027-03-10
COV002412,POL002512,COLL,Collision,active,326106.24,3275.5,2024-12-29,2025-12-29
COV002413,POL002513,PD,Property Damage,active,312545.95,761.96,2024-09-13,2025-09-13
COV002414,POL002514,MED,Medical Payments,active,27671.86,1821.46,2023-06-21,2024-06-20
COV002415,POL002515,COMP,Comprehensive,active,106663.19,3926.33,2026-05-13,2027-05-13
COV002416,POL002516,BI,Bodily Injury,active,314963.2,3126.35,2026-04-10,2027-04-10
COV002417,POL002517,PD,Property Damage,active,314860.53,3220.04,2025-06-10,2026-06-10
COV002418,POL002518,COLL,Collision,active,50270.59,3600.66,2025-04-22,2026-04-22
COV002419,POL002519,MED,Medical Payments,active,297042.17,1475.62,2024-08-19,2025-08-19
COV002420,POL002520,PD,Property Damage,active,185866.01,4855.04,2023-02-20,2024-02-20
COV002421,POL002521,COLL,Collision,active,71552.26,2563.81,2024-10-05,2025-10-05
COV002422,POL002522,PD,Property Damage,active,471410.19,4507.21,2026-04-03,2027-04-03
COV002423,POL002523,PD,Property Damage,active,40052.78,1919.32,2023-01-16,2024-01-16
COV002424,POL002524,BI,Bodily Injury,active,138864.29,2907.59,2023-06-03,2024-06-02
COV002425,POL002525,COLL,Collision,active,186258.25,2391.16,2023-08-07,2024-08-06
COV002426,POL002526,COLL,Collision,active,360567.48,2895.3,2026-01-23,2027-01-23
COV002427,POL002527,BI,Bodily Injury,active,140714.69,537.88,2026-02-03,2027-02-03
COV002428,POL002528,PD,Property Damage,active,148060.67,720.56,2026-01-18,2027-01-18
COV002429,POL002529,PD,Property Damage,active,347498.05,2906.05,2026-06-28,2027-06-28
COV002430,POL002530,COMP,Comprehensive,active,316068.62,4404.78,2024-06-03,2025-06-03
COV002431,POL002531,COMP,Comprehensive,active,385014.64,1714.33,2025-02-18,2026-02-18
COV002432,POL002532,BI,Bodily Injury,active,92761.57,3262.66,2025-03-14,2026-03-14
COV002433,POL002533,COLL,Collision,active,143854.7,3574.18,2025-01-08,2026-01-08
COV002434,POL002534,MED,Medical Payments,active,162087.6,4925.84,2023-04-18,2024-04-17
COV002435,POL002535,PD,Property Damage,active,238056.48,729.57,2025-01-07,2026-01-07
COV002436,POL002536,COMP,Comprehensive,active,58280.88,3023.23,2026-08-11,2027-08-11
COV002437,POL002537,MED,Medical Payments,active,246861.54,4653.22,2024-03-11,2025-03-11
COV002438,POL002538,PD,Property Damage,active,224201.41,488.87,2026-05-17,2027-05-17
COV002439,POL002539,COLL,Collision,active,356504.88,4913.46,2026-04-30,2027-04-30
COV002440,POL002540,COMP,Comprehensive,active,43999.14,4895.29,2026-03-06,2027-03-06
COV002441,POL002541,BI,Bodily Injury,active,447110.93,423.01,2023-02-25,2024-02-25
COV002442,POL002542,COMP,Comprehensive,active,244850.37,1356.78,2024-09-23,2025-09-23
COV002443,POL002543,COMP,Comprehensive,active,122874.61,2397.91,2026-04-04,2027-04-04
COV002444,POL002544,MED,Medical Payments,active,79192.9,1059.69,2025-07-10,2026-07-10
COV002445,POL002545,PD,Property Damage,active,414120.52,2192.45,2023-01-16,2024-01-16
COV002446,POL002546,BI,Bodily Injury,active,223833.78,900.79,2024-05-26,2025-05-26
COV002447,POL002547,MED,Medical Payments,active,222200.73,4749.88,2024-01-06,2025-01-05
COV002448,POL002548,MED,Medical Payments,active,56105.97,2472.01,2025-04-06,2026-04-06
COV002449,POL002549,COMP,Comprehensive,active,171178.21,4863.3,2026-09-10,2027-09-10
COV002450,POL002550,COMP,Comprehensive,active,165005.59,864.24,2026-02-13,2027-02-13
COV002451,POL002551,PD,Property Damage,active,129300.76,4115.57,2024-11-01,2025-11-01
COV002452,POL002552,PD,Property Damage,active,341383.17,1747.0,2024-10-05,2025-10-05
COV002453,POL002553,BI,Bodily Injury,active,91852.29,3438.92,2023-08-07,2024-08-06
COV002454,POL002554,PD,Property Damage,active,167946.85,4091.77,2024-07-14,2025-07-14
COV002455,POL002555,COLL,Collision,active,170647.09,2132.99,2024-12-12,2025-12-12
COV002456,POL002556,MED,Medical Payments,active,473480.91,2530.13,2023-07-09,2024-07-08
COV002457,POL002557,MED,Medical Payments,active,87986.86,2595.6,2023-01-08,2024-01-08
COV002458,POL002558,MED,Medical Payments,active,191308.52,3749.36,2025-03-21,2026-03-21
COV002459,POL002559,PD,Property Damage,active,246873.99,1241.02,2024-11-12,2025-11-12
COV002460,POL002560,COMP,Comprehensive,active,362473.9,3748.23,2025-01-08,2026-01-08
COV002461,POL002561,COLL,Collision,active,446663.71,3097.39,2024-04-13,2025-04-13
COV002462,POL002562,MED,Medical Payments,active,492099.99,4565.52,2024-01-06,2025-01-05
COV002463,POL002563,MED,Medical Payments,active,259763.99,3261.95,2026-06-11,2027-06-11
COV002464,POL002564,COMP,Comprehensive,active,72558.21,2682.08,2023-11-25,2024-11-24
COV002465,POL002565,COLL,Collision,active,498064.74,2488.65,2026-09-12,2027-09-12
COV002466,POL002566,PD,Property Damage,active,317533.1,4496.79,2024-02-13,2025-02-12
COV002467,POL002567,COLL,Collision,active,308145.69,2962.53,2025-06-28,2026-06-28
COV002468,POL002568,MED,Medical Payments,active,303513.05,1814.12,2024-08-31,2025-08-31
COV002469,POL002569,COLL,Collision,active,112958.21,873.18,2026-06-24,2027-06-24
COV002470,POL002570,PD,Property Damage,active,449848.46,1026.39,2025-04-14,2026-04-14
COV002471,POL002571,BI,Bodily Injury,active,168605.27,4817.96,2025-12-06,2026-12-06
COV002472,POL002572,BI,Bodily Injury,active,81335.18,4138.75,2024-10-05,2025-10-05
COV002473,POL002573,COLL,Collision,active,276223.85,672.91,2025-07-04,2026-07-04
COV002474,POL002574,MED,Medical Payments,active,427713.9,4031.69,2026-07-11,2027-07-11
COV002475,POL002575,MED,Medical Payments,active,370090.98,1328.92,2026-04-22,2027-04-22
COV002476,POL002576,BI,Bodily Injury,active,125535.13,2294.91,2024-08-15,2025-08-15
COV002477,POL002577,COMP,Comprehensive,active,298036.12,1272.15,2024-10-09,2025-10-09
COV002478,POL002578,COMP,Comprehensive,active,355262.83,3536.76,2025-01-25,2026-01-25
COV002479,POL002579,PD,Property Damage,active,378547.97,3134.34,2024-05-29,2025-05-29
COV002480,POL002580,COLL,Collision,active,380202.34,780.68,2023-04-09,2024-04-08
COV002481,POL002581,COMP,Comprehensive,active,72242.05,2140.22,2024-10-28,2025-10-28
COV002482,POL002582,MED,Medical Payments,active,461189.75,4229.07,2023-02-11,2024-02-11
COV002483,POL002583,BI,Bodily Injury,active,440225.76,1437.42,2023-08-12,2024-08-11
COV002484,POL002584,BI,Bodily Injury,active,470131.85,4425.72,2024-04-11,2025-04-11
COV002485,POL002585,BI,Bodily Injury,active,220592.23,4235.62,2026-06-21,2027-06-21
COV002486,POL002586,COMP,Comprehensive,active,37073.7,4930.28,2023-02-01,2024-02-01
COV002487,POL002587,COLL,Collision,active,382958.72,3372.91,2023-07-29,2024-07-28
COV002488,POL002588,PD,Property Damage,active,79803.93,2759.39,2025-01-04,2026-01-04
COV002489,POL002589,MED,Medical Payments,active,34634.74,3162.21,2024-03-11,2025-03-11
COV002490,POL002590,COMP,Comprehensive,active,141195.86,4595.82,2025-03-18,2026-03-18
COV002491,POL002591,MED,Medical Payments,active,62960.55,1694.2,2024-06-10,2025-06-10
COV002492,POL002592,MED,Medical Payments,active,94866.02,3140.46,2024-09-28,2025-09-28
COV002493,POL002593,MED,Medical Payments,active,409771.47,1055.64,2026-05-02,2027-05-02
COV002494,POL002594,COLL,Collision,active,94655.47,4812.25,2024-07-18,2025-07-18
COV002495,POL002595,COMP,Comprehensive,active,55268.91,1749.77,2023-01-06,2024-01-06
COV002496,POL002596,BI,Bodily Injury,active,57855.31,4544.52,2025-11-17,2026-11-17
COV002497,POL002597,COLL,Collision,active,372469.77,4890.67,2025-02-12,2026-02-12
COV002498,POL002598,BI,Bodily Injury,active,186472.87,4876.35,2024-02-28,2025-02-27
COV002499,POL002599,MED,Medical Payments,active,315938.97,4729.35,2024-03-01,2025-03-01
COV002500,POL002600,COMP,Comprehensive,active,208273.45,4175.15,2024-06-17,2025-06-17
COV002501,POL002601,BI,Bodily Injury,active,332542.35,1450.32,2026-09-07,2027-09-07
COV002502,POL002602,BI,Bodily Injury,active,185652.63,4208.44,2024-12-05,2025-12-05
COV002503,POL002603,MED,Medical Payments,active,130548.35,695.52,2023-07-17,2024-07-16
COV002504,POL002604,MED,Medical Payments,active,135359.24,887.38,2023-10-25,2024-10-24
COV002505,POL002605,MED,Medical Payments,active,331939.64,3950.06,2026-06-28,2027-06-28
COV002506,POL002606,PD,Property Damage,active,199339.47,3145.75,2023-07-03,2024-07-02
COV002507,POL002607,COLL,Collision,active,140046.52,4482.98,2023-05-22,2024-05-21
COV002508,POL002608,COLL,Collision,active,417328.5,1044.09,2024-09-27,2025-09-27
COV002509,POL002609,COLL,Collision,active,104002.7,1533.08,2025-05-26,2026-05-26
COV002510,POL002610,COLL,Collision,active,74473.82,3072.55,2023-12-09,2024-12-08
COV002511,POL002611,PD,Property Damage,active,296584.56,2247.9,2024-01-20,2025-01-19
COV002512,POL002612,PD,Property Damage,active,235820.16,4499.63,2026-03-03,2027-03-03
COV002513,POL002613,COLL,Collision,active,432162.91,4666.54,2024-10-21,2025-10-21
COV002514,POL002614,BI,Bodily Injury,active,283479.42,3582.15,2025-01-20,2026-01-20
COV002515,POL002615,COMP,Comprehensive,active,441827.73,1360.35,2024-11-13,2025-11-13
COV002516,POL002616,COMP,Comprehensive,active,274386.66,4536.13,2025-05-17,2026-05-17
COV002517,POL002617,BI,Bodily Injury,active,445370.52,1034.45,2023-06-10,2024-06-09
COV002518,POL002618,COMP,Comprehensive,active,416049.95,3393.05,2024-03-06,2025-03-06
COV002519,POL002619,BI,Bodily Injury,active,229960.98,1528.53,2025-11-13,2026-11-13
COV002520,POL002620,COLL,Collision,active,342906.35,2403.37,2024-08-13,2025-08-13
COV002521,POL002621,COMP,Comprehensive,active,474372.69,2586.92,2025-12-01,2026-12-01
COV002522,POL002622,COLL,Collision,active,378155.94,4596.55,2024-08-09,2025-08-09
COV002523,POL002623,COMP,Comprehensive,active,383805.77,995.95,2024-11-26,2025-11-26
COV002524,POL002624,BI,Bodily Injury,active,493461.15,1215.08,2024-08-09,2025-08-09
COV002525,POL002625,COLL,Collision,active,179130.0,1827.27,2025-12-26,2026-12-26
COV002526,POL002626,COMP,Comprehensive,active,147790.54,1487.02,2025-01-03,2026-01-03
COV002527,POL002627,PD,Property Damage,active,27095.57,593.68,2023-04-06,2024-04-05
COV002528,POL002628,COMP,Comprehensive,active,318033.01,1289.02,2023-11-29,2024-11-28
COV002529,POL002629,MED,Medical Payments,active,111644.58,4758.46,2025-01-14,2026-01-14
COV002530,POL002630,PD,Property Damage,active,47416.92,1029.8,2024-04-04,2025-04-04
COV002531,POL002631,MED,Medical Payments,active,131355.82,1719.42,2023-09-17,2024-09-16
COV002532,POL002632,COLL,Collision,active,154120.44,1677.61,2023-09-19,2024-09-18
COV002533,POL002633,COLL,Collision,active,226704.34,360.93,2026-08-16,2027-08-16
COV002534,POL002634,BI,Bodily Injury,active,204960.29,2961.62,2025-06-21,2026-06-21
COV002535,POL002635,MED,Medical Payments,active,50209.03,3809.81,2026-08-01,2027-08-01
COV002536,POL002636,MED,Medical Payments,active,153609.05,4636.12,2024-01-17,2025-01-16
COV002537,POL002637,COLL,Collision,active,423199.75,1681.62,2024-12-28,2025-12-28
COV002538,POL002638,COLL,Collision,active,429055.94,566.4,2025-03-03,2026-03-03
COV002539,POL002639,COLL,Collision,active,69659.68,3399.62,2026-03-08,2027-03-08
COV002540,POL002640,PD,Property Damage,active,354851.96,4916.85,2024-08-23,2025-08-23
COV002541,POL002641,BI,Bodily Injury,active,492900.25,2747.27,2025-06-14,2026-06-14
COV002542,POL002642,PD,Property Damage,active,471483.21,1569.59,2024-03-16,2025-03-16
COV002543,POL002643,PD,Property Damage,active,458130.22,1517.44,2026-06-28,2027-06-28
COV002544,POL002644,COMP,Comprehensive,active,182550.21,3835.98,2025-02-03,2026-02-03
COV002545,POL002645,BI,Bodily Injury,active,250772.6,4245.89,2026-03-16,2027-03-16
COV002546,POL002646,PD,Property Damage,active,413448.36,3471.23,2023-09-10,2024-09-09
COV002547,POL002647,PD,Property Damage,active,439147.86,346.21,2023-08-30,2024-08-29
COV002548,POL002648,COLL,Collision,active,484803.66,3500.41,2024-08-15,2025-08-15
COV002549,POL002649,COMP,Comprehensive,active,39308.47,498.73,2025-03-22,2026-03-22
COV002550,POL002650,BI,Bodily Injury,active,26744.15,4962.47,2025-08-27,2026-08-27
COV002551,POL002651,COLL,Collision,active,276964.62,4540.54,2025-04-16,2026-04-16
COV002552,POL002652,COLL,Collision,active,250187.43,489.38,2024-07-04,2025-07-04
COV002553,POL002653,COLL,Collision,active,419729.89,4543.68,2025-04-09,2026-04-09
COV002554,POL002654,MED,Medical Payments,active,203897.18,1681.99,2024-02-28,2025-02-27
COV002555,POL002655,PD,Property Damage,active,421665.37,796.25,2023-06-10,2024-06-09
COV002556,POL002656,COLL,Collision,active,301616.89,4194.25,2024-02-24,2025-02-23
COV002557,POL002657,MED,Medical Payments,active,313284.55,1056.8,2026-02-15,2027-02-15
COV002558,POL002658,MED,Medical Payments,active,230418.08,2561.51,2026-06-02,2027-06-02
COV002559,POL002659,COLL,Collision,active,481044.96,3008.49,2024-06-07,2025-06-07
COV002560,POL002660,COMP,Comprehensive,active,262508.46,4700.69,2024-11-13,2025-11-13
COV002561,POL002661,MED,Medical Payments,active,230423.43,4465.06,2025-05-18,2026-05-18
COV002562,POL002662,COMP,Comprehensive,active,250007.43,860.68,2023-04-02,2024-04-01
COV002563,POL002663,PD,Property Damage,active,369261.17,1750.35,2023-09-12,2024-09-11
COV002564,POL002664,COLL,Collision,active,40832.83,3519.05,2023-05-03,2024-05-02
COV002565,POL002665,COLL,Collision,active,306953.5,2847.96,2025-09-08,2026-09-08
COV002566,POL002666,COMP,Comprehensive,active,242184.78,2767.82,2025-04-29,2026-04-29
