premium_id,policy_id,policy_coverage_id,premium_period_start,premium_period_end,transaction_type,written_premium_amount,earned_premium_amount
PREM002695,POL002795,COV002695,2025-05-10,2026-05-10,reinstatement,1313.11,1291.32
PREM002696,POL002796,COV002696,2023-08-06,2024-08-05,endorsement,2392.35,1472.64
PREM002697,POL002797,COV002697,2023-01-01,2024-01-01,reinstatement,2513.98,1917.56
PREM002698,POL002798,COV002698,2026-05-09,2027-05-09,new_business,1294.66,1038.77
PREM002699,POL002799,COV002699,2026-05-17,2027-05-17,reinstatement,867.81,781.46
PREM002700,POL002800,COV002700,2026-05-03,2027-05-03,audit,2355.58,1686.54
PREM002701,POL002801,COV002701,2025-05-10,2026-05-10,renewal,1726.98,1177.65
PREM002702,POL002802,COV002702,2025-04-16,2026-04-16,cancellation,1591.16,1363.96
PREM002703,POL002803,COV002703,2025-08-30,2026-08-30,renewal,410.44,409.64
PREM002704,POL002804,COV002704,2026-05-09,2027-05-09,new_business,2647.95,2587.85
PREM002705,POL002805,COV002705,2026-06-29,2027-06-29,renewal,1956.54,1714.73
PREM002706,POL002806,COV002706,2026-01-19,2027-01-19,audit,751.84,644.78
PREM002707,POL002807,COV002707,2023-12-02,2024-12-01,renewal,1810.95,1241.47
PREM002708,POL002808,COV002708,2025-08-25,2026-08-25,reinstatement,268.87,157.71
PREM002709,POL002809,COV002709,2024-08-27,2025-08-27,new_business,1994.95,1919.83
PREM002710,POL002810,COV002710,2025-02-28,2026-02-28,cancellation,2692.33,2475.5
PREM002711,POL002811,COV002711,2023-08-20,2024-08-19,new_business,713.38,473.19
PREM002712,POL002812,COV002712,2023-06-15,2024-06-14,new_business,2178.47,1927.16
PREM002713,POL002813,COV002713,2026-09-06,2027-09-06,reinstatement,2905.43,1666.91
PREM002714,POL002814,COV002714,2023-06-03,2024-06-02,renewal,2839.33,2352.62
PREM002715,POL002815,COV002715,2025-08-30,2026-08-30,cancellation,2670.5,1783.6
PREM002716,POL002816,COV002716,2024-01-14,2025-01-13,endorsement,508.28,465.3
PREM002717,POL002817,COV002717,2025-10-24,2026-10-24,new_business,774.49,528.63
PREM002718,POL002818,COV002718,2024-09-26,2025-09-26,cancellation,287.66,180.84
PREM002719,POL002819,COV002719,2024-01-01,2024-12-31,endorsement,2211.75,1920.44
PREM002720,POL002820,COV002720,2026-05-16,2027-05-16,renewal,2036.99,1904.83
PREM002721,POL002821,COV002721,2024-01-21,2025-01-20,reinstatement,1574.49,1358.54
PREM002722,POL002822,COV002722,2023-06-05,2024-06-04,cancellation,196.23,133.0
PREM002723,POL002823,COV002723,2025-05-08,2026-05-08,audit,1514.1,1144.8
PREM002724,POL002824,COV002724,2023-03-23,2024-03-22,reinstatement,2808.84,2359.9
PREM002725,POL002825,COV002725,2025-03-25,2026-03-25,reinstatement,1688.13,1654.52
PREM002726,POL002826,COV002726,2025-12-14,2026-12-14,reinstatement,2636.55,1421.01
PREM002727,POL002827,COV002727,2024-12-04,2025-12-04,new_business,1980.82,1007.63
PREM002728,POL002828,COV002728,2023-05-31,2024-05-30,audit,2422.68,2380.15
PREM002729,POL002829,COV002729,2025-07-08,2026-07-08,renewal,1698.81,1494.43
PREM002730,POL002830,COV002730,2023-02-14,2024-02-14,endorsement,778.66,721.59
PREM002731,POL002831,COV002731,2024-03-10,2025-03-10,new_business,1650.58,1582.51
PREM002732,POL002832,COV002732,2024-04-09,2025-04-09,reinstatement,133.19,93.79
PREM002733,POL002833,COV002733,2025-07-23,2026-07-23,reinstatement,2944.49,2791.68
PREM002734,POL002834,COV002734,2024-01-31,2025-01-30,endorsement,564.44,413.45
PREM002735,POL002835,COV002735,2025-01-18,2026-01-18,endorsement,2936.24,1841.41
PREM002736,POL002836,COV002736,2025-03-05,2026-03-05,reinstatement,392.58,293.59
PREM002737,POL002837,COV002737,2024-08-24,2025-08-24,cancellation,1572.87,1360.11
PREM002738,POL002838,COV002738,2026-02-01,2027-02-01,audit,2013.07,1701.55
PREM002739,POL002839,COV002739,2024-08-08,2025-08-08,new_business,1741.15,1358.23
PREM002740,POL002840,COV002740,2025-03-18,2026-03-18,reinstatement,1850.84,1612.64
PREM002741,POL002841,COV002741,2023-10-09,2024-10-08,renewal,841.81,611.36
PREM002742,POL002842,COV002742,2026-08-29,2027-08-29,reinstatement,2691.24,1629.65
PREM002743,POL002843,COV002743,2023-10-23,2024-10-22,audit,2767.51,2032.64
PREM002744,POL002844,COV002744,2023-06-27,2024-06-26,renewal,1368.64,1223.89
PREM002745,POL002845,COV002745,2023-05-20,2024-05-19,audit,1998.35,1994.63
PREM002746,POL002846,COV002746,2025-06-30,2026-06-30,endorsement,1319.64,730.68
PREM002747,POL002847,COV002747,2024-01-31,2025-01-30,new_business,158.83,107.49
PREM002748,POL002848,COV002748,2026-03-10,2027-03-10,cancellation,1020.99,610.36
PREM002749,POL002849,COV002749,2025-02-21,2026-02-21,renewal,2831.89,1459.58
PREM002750,POL002850,COV002750,2024-11-07,2025-11-07,new_business,387.44,365.82
PREM002751,POL002851,COV002751,2024-08-29,2025-08-29,new_business,1116.02,695.84
PREM002752,POL002852,COV002752,2025-04-13,2026-04-13,renewal,2302.31,2276.39
PREM002753,POL002853,COV002753,2024-12-09,2025-12-09,audit,172.71,152.15
PREM002754,POL002854,COV002754,2025-12-03,2026-12-03,reinstatement,1701.17,1492.13
PREM002755,POL002855,COV002755,2025-12-24,2026-12-24,renewal,534.76,413.35
PREM002756,POL002856,COV002756,2026-08-01,2027-08-01,reinstatement,478.19,390.53
PREM002757,POL002857,COV002757,2024-12-17,2025-12-17,endorsement,82.41,55.66
PREM002758,POL002858,COV002758,2024-11-16,2025-11-16,endorsement,543.15,480.46
PREM002759,POL002859,COV002759,2023-10-01,2024-09-30,renewal,1810.65,1692.78
PREM002760,POL002860,COV002760,2026-09-09,2027-09-09,renewal,350.85,226.42
PREM002761,POL002861,COV002761,2024-10-11,2025-10-11,renewal,1954.74,1404.91
PREM002762,POL002862,COV002762,2023-11-22,2024-11-21,renewal,1342.21,937.38
PREM002763,POL002863,COV002763,2023-06-15,2024-06-14,renewal,178.91,136.09
PREM002764,POL002864,COV002764,2023-04-16,2024-04-15,renewal,800.86,790.04
PREM002765,POL002865,COV002765,2025-01-07,2026-01-07,new_business,1861.47,1525.81
PREM002766,POL002866,COV002766,2024-01-05,2025-01-04,new_business,2172.96,1325.09
PREM002767,POL002867,COV002767,2024-05-08,2025-05-08,endorsement,1376.57,854.83
PREM002768,POL002868,COV002768,2025-11-16,2026-11-16,renewal,1806.77,1452.16
PREM002769,POL002869,COV002769,2025-10-15,2026-10-15,endorsement,2205.84,1823.26
PREM002770,POL002870,COV002770,2024-11-16,2025-11-16,renewal,1832.08,1417.04
PREM002771,POL002871,COV002771,2026-07-04,2027-07-04,audit,2170.94,1764.2
PREM002772,POL002872,COV002772,2024-12-13,2025-12-13,endorsement,2351.58,1730.69
PREM002773,POL002873,COV002773,2026-03-20,2027-03-20,endorsement,1175.54,699.79
PREM002774,POL002874,COV002774,2023-10-29,2024-10-28,cancellation,628.44,420.89
PREM002775,POL002875,COV002775,2026-03-05,2027-03-05,endorsement,756.49,531.81
PREM002776,POL002876,COV002776,2024-09-07,2025-09-07,endorsement,1568.75,1277.84
PREM002777,POL002877,COV002777,2023-10-14,2024-10-13,new_business,1747.03,1694.66
PREM002778,POL002878,COV002778,2026-04-14,2027-04-14,renewal,2631.91,1522.3
PREM002779,POL002879,COV002779,2023-10-21,2024-10-20,audit,1299.64,1163.53
PREM002780,POL002880,COV002780,2023-07-17,2024-07-16,new_business,2991.85,1584.21
PREM002781,POL002881,COV002781,2024-07-25,2025-07-25,endorsement,2063.29,1531.17
PREM002782,POL002882,COV002782,2023-12-05,2024-12-04,endorsement,1312.59,1221.83
PREM002783,POL002883,COV002783,2025-10-17,2026-10-17,renewal,817.77,683.99
PREM002784,POL002884,COV002784,2023-11-21,2024-11-20,reinstatement,688.5,570.58
PREM002785,POL002885,COV002785,2025-08-08,2026-08-08,new_business,2774.29,2160.89
PREM002786,POL002886,COV002786,2025-12-25,2026-12-25,audit,1538.92,1498.92
PREM002787,POL002887,COV002787,2023-05-07,2024-05-06,reinstatement,632.41,562.78
PREM002788,POL002888,COV002788,2024-12-25,2025-12-25,endorsement,470.44,338.35
PREM002789,POL002889,COV002789,2024-04-28,2025-04-28,new_business,2205.47,1809.0
PREM002790,POL002890,COV002790,2026-06-25,2027-06-25,new_business,2425.53,1370.95
PREM002791,POL002891,COV002791,2025-05-09,2026-05-09,reinstatement,892.1,705.8
PREM002792,POL002892,COV002792,2023-06-13,2024-06-12,audit,2395.0,2141.57
PREM002793,POL002893,COV002793,2024-02-05,2025-02-04,cancellation,828.98,457.31
PREM002794,POL002894,COV002794,2023-09-02,2024-09-01,endorsement,1825.89,1172.42
PREM002795,POL002895,COV002795,2025-04-24,2026-04-24,endorsement,2673.8,2391.94
PREM002796,POL002896,COV002796,2024-06-03,2025-06-03,renewal,1273.74,643.76
PREM002797,POL002897,COV002797,2026-05-18,2027-05-18,audit,624.64,365.66
PREM002798,POL002898,COV002798,2025-04-30,2026-04-30,cancellation,2169.03,1640.8
PREM002799,POL002899,COV002799,2023-11-19,2024-11-18,new_business,2625.12,1917.45
PREM002800,POL002900,COV002800,2026-03-17,2027-03-17,renewal,1718.09,1319.97
PREM002801,POL002901,COV002801,2023-07-23,2024-07-22,renewal,77.13,72.95
PREM002802,POL002902,COV002802,2024-12-07,2025-12-07,new_business,306.5,280.15
PREM002803,POL002903,COV002803,2025-08-27,2026-08-27,audit,2687.62,2479.58
PREM002804,POL002904,COV002804,2025-03-07,2026-03-07,endorsement,1360.08,938.61
PREM002805,POL002905,COV002805,2025-06-17,2026-06-17,reinstatement,328.25,324.91
PREM002806,POL002906,COV002806,2024-05-25,2025-05-25,cancellation,284.11,278.9
PREM002807,POL002907,COV002807,2023-03-27,2024-03-26,endorsement,1390.17,717.47
PREM002808,POL002908,COV002808,2026-07-15,2027-07-15,audit,1316.39,1003.76
PREM002809,POL002909,COV002809,2024-05-05,2025-05-05,endorsement,1233.78,1068.36
PREM002810,POL002910,COV002810,2023-12-19,2024-12-18,endorsement,2857.7,2049.94
PREM002811,POL002911,COV002811,2023-04-01,2024-03-31,reinstatement,2477.57,1363.18
PREM002812,POL002912,COV002812,2023-04-23,2024-04-22,cancellation,1539.54,1410.79
PREM002813,POL002913,COV002813,2024-04-26,2025-04-26,renewal,652.82,636.68
PREM002814,POL002914,COV002814,2025-12-18,2026-12-18,cancellation,2263.8,1683.68
PREM002815,POL002915,COV002815,2023-07-08,2024-07-07,audit,1247.96,680.65
PREM002816,POL002916,COV002816,2026-03-03,2027-03-03,endorsement,2510.08,2025.22
PREM002817,POL002917,COV002817,2023-04-01,2024-03-31,endorsement,377.14,360.95
PREM002818,POL002918,COV002818,2026-07-13,2027-07-13,endorsement,1596.28,1405.81
PREM002819,POL002919,COV002819,2024-01-10,2025-01-09,reinstatement,2843.51,2194.22
PREM002820,POL002920,COV002820,2023-04-19,2024-04-18,cancellation,1661.69,1375.54
PREM002821,POL002921,COV002821,2024-02-13,2025-02-12,new_business,2068.61,1576.58
PREM002822,POL002922,COV002822,2024-12-16,2025-12-16,audit,969.15,956.8
PREM002823,POL002923,COV002823,2026-07-25,2027-07-25,endorsement,2098.23,1877.94
PREM002824,POL002924,COV002824,2025-02-14,2026-02-14,renewal,703.41,624.72
PREM002825,POL002925,COV002825,2025-10-31,2026-10-31,new_business,853.53,523.59
PREM002826,POL002926,COV002826,2023-08-13,2024-08-12,endorsement,2823.1,1664.2
PREM002827,POL002927,COV002827,2025-09-28,2026-09-28,audit,1378.93,1262.71
PREM002828,POL002928,COV002828,2024-01-26,2025-01-25,cancellation,78.82,78.56
PREM002829,POL002929,COV002829,2024-04-02,2025-04-02,audit,1562.4,904.74
PREM002830,POL002930,COV002830,2024-04-26,2025-04-26,endorsement,548.99,489.07
PREM002831,POL002931,COV002831,2025-10-08,2026-10-08,renewal,587.61,364.19
PREM002832,POL002932,COV002832,2023-06-10,2024-06-09,renewal,1967.52,1168.0
PREM002833,POL002933,COV002833,2023-09-09,2024-09-08,renewal,669.65,375.23
PREM002834,POL002934,COV002834,2024-05-03,2025-05-03,reinstatement,1332.16,969.35
PREM002835,POL002935,COV002835,2023-06-24,2024-06-23,reinstatement,200.87,162.37
PREM002836,POL002936,COV002836,2025-03-07,2026-03-07,renewal,1125.98,579.78
PREM002837,POL002937,COV002837,2024-12-12,2025-12-12,reinstatement,2315.5,2269.06
PREM002838,POL002938,COV002838,2025-01-28,2026-01-28,endorsement,2026.73,1330.23
PREM002839,POL002939,COV002839,2024-03-10,2025-03-10,audit,2121.76,1293.71
PREM002840,POL002940,COV002840,2025-10-02,2026-10-02,cancellation,1576.16,1491.39
PREM002841,POL002941,COV002841,2026-07-31,2027-07-31,new_business,1542.61,1263.03
PREM002842,POL002942,COV002842,2025-11-03,2026-11-03,reinstatement,575.22,321.47
PREM002843,POL002943,COV002843,2023-12-29,2024-12-28,cancellation,1402.48,1014.71
PREM002844,POL002944,COV002844,2023-04-05,2024-04-04,reinstatement,2013.69,1490.2
PREM002845,POL002945,COV002845,2023-05-17,2024-05-16,new_business,1237.22,829.63
PREM002846,POL002946,COV002846,2026-03-03,2027-03-03,audit,2166.68,1572.6
PREM002847,POL002947,COV002847,2023-03-19,2024-03-18,reinstatement,2594.32,2010.37
PREM002848,POL002948,COV002848,2025-05-06,2026-05-06,cancellation,2395.33,1436.45
PREM002849,POL002949,COV002849,2025-11-01,2026-11-01,reinstatement,2122.57,1293.23
PREM002850,POL002950,COV002850,2023-07-25,2024-07-24,reinstatement,223.63,148.85
PREM002851,POL002951,COV002851,2023-02-05,2024-02-05,cancellation,1192.66,827.96
PREM002852,POL002952,COV002852,2026-02-25,2027-02-25,reinstatement,390.9,222.8
PREM002853,POL002953,COV002853,2025-02-11,2026-02-11,reinstatement,1296.18,1112.45
PREM002854,POL002954,COV002854,2026-04-26,2027-04-26,endorsement,292.11,238.29
PREM002855,POL002955,COV002855,2025-08-30,2026-08-30,cancellation,1029.64,856.05
PREM002856,POL002956,COV002856,2026-09-12,2027-09-12,reinstatement,1257.79,698.98
PREM002857,POL002957,COV002857,2025-05-02,2026-05-02,renewal,2693.54,1503.14
PREM002858,POL002958,COV002858,2024-05-07,2025-05-07,endorsement,830.99,517.89
PREM002859,POL002959,COV002859,2026-02-04,2027-02-04,new_business,2653.62,1576.04
PREM002860,POL002960,COV002860,2024-08-16,2025-08-16,reinstatement,584.1,576.57
PREM002861,POL002961,COV002861,2024-08-17,2025-08-17,new_business,217.05,214.91
PREM002862,POL002962,COV002862,2024-01-17,2025-01-16,new_business,1672.08,1347.7
PREM002863,POL002963,COV002863,2024-08-13,2025-08-13,endorsement,1379.17,1311.08
PREM002864,POL002964,COV002864,2023-07-02,2024-07-01,cancellation,891.43,836.5
PREM002865,POL002965,COV002865,2023-07-12,2024-07-11,new_business,2056.44,1943.28
PREM002866,POL002966,COV002866,2024-03-24,2025-03-24,new_business,2147.2,1919.7
PREM002867,POL002967,COV002867,2023-08-05,2024-08-04,endorsement,2477.27,1756.23
PREM002868,POL002968,COV002868,2023-05-08,2024-05-07,new_business,436.99,339.13
PREM002869,POL002969,COV002869,2023-05-01,2024-04-30,reinstatement,1535.71,967.4
PREM002870,POL002970,COV002870,2026-04-20,2027-04-20,reinstatement,1885.48,1667.63
PREM002871,POL002971,COV002871,2026-08-08,2027-08-08,cancellation,621.75,418.04
PREM002872,POL002972,COV002872,2023-06-09,2024-06-08,reinstatement,1288.04,1031.8
PREM002873,POL002973,COV002873,2024-05-26,2025-05-26,cancellation,61.04,50.21
PREM002874,POL002974,COV002874,2025-11-26,2026-11-26,new_business,2265.85,1389.77
PREM002875,POL002975,COV002875,2025-02-03,2026-02-03,reinstatement,1153.29,966.12
PREM002876,POL002976,COV002876,2024-11-03,2025-11-03,endorsement,576.85,490.33
PREM002877,POL002977,COV002877,2026-04-24,2027-04-24,endorsement,1589.63,1325.96
PREM002878,POL002978,COV002878,2026-06-01,2027-06-01,renewal,2430.22,1739.43
PREM002879,POL002979,COV002879,2023-09-26,2024-09-25,renewal,1194.25,1036.36
PREM002880,POL002980,COV002880,2025-12-31,2026-12-31,cancellation,2965.95,1882.1
PREM002881,POL002981,COV002881,2025-04-05,2026-04-05,cancellation,1013.61,717.82
PREM002882,POL002982,COV002882,2023-11-20,2024-11-19,audit,787.86,522.21
PREM002883,POL002983,COV002883,2026-07-22,2027-07-22,endorsement,223.45,127.63
PREM002884,POL002984,COV002884,2025-05-18,2026-05-18,renewal,264.4,139.71
PREM002885,POL002985,COV002885,2025-10-01,2026-10-01,endorsement,1444.47,914.83
PREM002886,POL002986,COV002886,2025-08-04,2026-08-04,new_business,379.86,350.42
PREM002887,POL002987,COV002887,2024-05-23,2025-05-23,endorsement,2368.76,1454.93
PREM002888,POL002988,COV002888,2024-07-25,2025-07-25,endorsement,496.36,256.5
PREM002889,POL002989,COV002889,2026-02-25,2027-02-25,cancellation,1243.77,866.2
PREM002890,POL002990,COV002890,2026-01-20,2027-01-20,cancellation,1043.55,1030.2
PREM002891,POL002991,COV002891,2025-01-06,2026-01-06,endorsement,2996.09,1621.03
PREM002892,POL002992,COV002892,2024-05-24,2025-05-24,new_business,1890.84,1775.04
PREM002893,POL002993,COV002893,2026-04-10,2027-04-10,new_business,2462.85,1918.75
PREM002894,POL002994,COV002894,2023-11-17,2024-11-16,audit,890.63,550.57
PREM002895,POL002995,COV002895,2024-03-22,2025-03-22,cancellation,2240.47,1188.27
PREM002896,POL002996,COV002896,2023-03-07,2024-03-06,cancellation,502.56,376.19
PREM002897,POL002997,COV002897,2023-01-21,2024-01-21,reinstatement,104.33,66.14
PREM002898,POL002998,COV002898,2024-07-31,2025-07-31,reinstatement,2329.35,1373.93
PREM002899,POL002999,COV002899,2024-09-27,2025-09-27,endorsement,308.02,258.97
PREM002900,POL003000,COV002900,2026-01-13,2027-01-13,audit,2998.0,2863.51
PREM002901,POL003001,COV002901,2023-11-21,2024-11-20,new_business,840.05,454.24
PREM002902,POL003002,COV002902,2024-06-08,2025-06-08,reinstatement,1993.14,1275.59
PREM002903,POL003003,COV002903,2024-05-28,2025-05-28,new_business,2047.15,1675.9
PREM002904,POL003004,COV002904,2024-01-01,2024-12-31,renewal,1877.87,1860.4
PREM002905,POL003005,COV002905,2025-10-05,2026-10-05,endorsement,1728.82,1461.72
PREM002906,POL003006,COV002906,2025-05-18,2026-05-18,new_business,2614.0,2427.3
PREM002907,POL003007,COV002907,2023-09-01,2024-08-31,renewal,200.86,109.9
PREM002908,POL003008,COV002908,2026-03-18,2027-03-18,cancellation,315.49,257.06
PREM002909,POL003009,COV002909,2025-11-22,2026-11-22,endorsement,2904.89,2121.89
PREM002910,POL003010,COV002910,2023-06-11,2024-06-10,renewal,2091.64,1714.39
PREM002911,POL003011,COV002911,2023-03-13,2024-03-12,renewal,1236.78,1127.04
PREM002912,POL003012,COV002912,2024-08-27,2025-08-27,new_business,1606.29,1252.73
PREM002913,POL003013,COV002913,2024-07-25,2025-07-25,renewal,2797.32,1838.67
PREM002914,POL003014,COV002914,2024-05-21,2025-05-21,audit,1623.81,1109.89
PREM002915,POL003015,COV002915,2024-09-09,2025-09-09,reinstatement,821.75,661.76
PREM002916,POL003016,COV002916,2023-02-18,2024-02-18,endorsement,2608.95,1569.7
PREM002917,POL003017,COV002917,2024-09-22,2025-09-22,audit,2611.73,2347.3
PREM002918,POL003018,COV002918,2024-06-20,2025-06-20,cancellation,2073.53,1873.9
PREM002919,POL003019,COV002919,2023-01-03,2024-01-03,audit,237.63,123.53
PREM002920,POL003020,COV002920,2025-08-02,2026-08-02,cancellation,2939.65,2603.05
PREM002921,POL003021,COV002921,2025-09-09,2026-09-09,new_business,2240.84,2187.52
PREM002922,POL003022,COV002922,2024-09-24,2025-09-24,renewal,1381.46,1227.4
PREM002923,POL003023,COV002923,2024-07-16,2025-07-16,renewal,2381.09,1566.25
PREM002924,POL003024,COV002924,2023-02-20,2024-02-20,new_business,1460.66,807.15
PREM002925,POL003025,COV002925,2023-06-05,2024-06-04,cancellation,2054.06,1368.36
PREM002926,POL003026,COV002926,2026-05-10,2027-05-10,cancellation,1136.8,948.07
PREM002927,POL003027,COV002927,2024-02-23,2025-02-22,audit,1786.75,1138.1
PREM002928,POL003028,COV002928,2026-09-04,2027-09-04,renewal,2101.3,2022.34
PREM002929,POL003029,COV002929,2025-11-23,2026-11-23,renewal,597.9,330.7
PREM002930,POL003030,COV002930,2026-03-25,2027-03-25,endorsement,1300.5,1138.65
PREM002931,POL003031,COV002931,2024-03-08,2025-03-08,reinstatement,1429.11,1255.41
PREM002932,POL003032,COV002932,2026-04-08,2027-04-08,endorsement,1254.5,917.49
PREM002933,POL003033,COV002933,2023-09-03,2024-09-02,renewal,166.83,106.6
PREM002934,POL003034,COV002934,2023-10-14,2024-10-13,endorsement,2825.77,2349.73
PREM002935,POL003035,COV002935,2024-05-04,2025-05-04,new_business,1168.66,794.6
PREM002936,POL003036,COV002936,2023-08-26,2024-08-25,audit,2994.72,2363.99
PREM002937,POL003037,COV002937,2026-03-19,2027-03-19,audit,491.88,440.59
PREM002938,POL003038,COV002938,2023-10-16,2024-10-15,cancellation,2849.55,2572.21
PREM002939,POL003039,COV002939,2024-05-24,2025-05-24,renewal,400.91,287.33
PREM002940,POL003040,COV002940,2025-06-03,2026-06-03,endorsement,712.58,602.08
PREM002941,POL003041,COV002941,2024-12-26,2025-12-26,new_business,2656.85,1370.55
PREM002942,POL003042,COV002942,2023-08-01,2024-07-31,cancellation,2422.56,1788.62
PREM002943,POL003043,COV002943,2026-02-01,2027-02-01,new_business,134.92,97.45
PREM002944,POL003044,COV002944,2024-08-17,2025-08-17,endorsement,2566.98,1638.64
PREM002945,POL003045,COV002945,2025-02-07,2026-02-07,endorsement,767.76,694.9
